,0
3295,"[('What is the recipe for takw mee tarik?', {'entities': [(23, 37, 'handbook')]})]"
3296,"[('Can I find a cooking guide for takw mee tarik in the university library?', {'entities': [(31, 45, 'handbook')]})]"
3297,"[('Is there an online resource available for making perfect takw mee tarik?', {'entities': [(57, 71, 'handbook')]})]"
3298,"[(""What's the Tarik Mee policy on food delivery?"", {'entities': [(11, 20, 'handbook')]})]"
3299,"[('Can I get a refund for my meal from Tarik Mee?', {'entities': [(36, 45, 'handbook')]})]"
3300,"[('Is there any discount available at Tarik Mee this semester?', {'entities': [(35, 44, 'handbook')]})]"
3301,"[('What is the recipe for Mee Tarik in the cookbook?', {'entities': [(23, 32, 'handbook')]})]"
3302,"[('How do I make the perfect Mee Tarik from the university handbook?', {'entities': [(26, 35, 'handbook')]})]"
3303,"[('Can you provide me with the ingredients needed to cook Mee Tarik?', {'entities': [(55, 64, 'handbook')]})]"
3304,"[('Where can I find the handbook for dajiawang? ', {'entities': [(34, 43, 'handbook')]})]"
3305,"[('What is dajiawang about in the course catalog?', {'entities': [(8, 17, 'handbook')]})]"
3306,"[('Can you help me with the dajiawang manual?', {'entities': [(25, 34, 'handbook')]})]"
3307,"[('Where can I find the Da Jia Wang handout in the student union?', {'entities': [(21, 32, 'handbook')]})]"
3308,"[('What is the content of Da Jia Wang in the school rules?', {'entities': [(23, 34, 'handbook')]})]"
3309,"[('How do I access the Da Jia Wang guidelines online?', {'entities': [(20, 31, 'handbook')]})]"
3310,"[('Can you show me where to download the Da Jia Wang document on the website?', {'entities': [(38, 49, 'handbook')]})]"
3311,"[(""What's the handbook for Shuzhiwei?"", {'entities': [(24, 33, 'handbook')]})]"
3312,"[('Where can I find Shuzhiwei in the school handbook?', {'entities': [(17, 26, 'handbook')]})]"
3313,"[('How do I access the information of Shuzhiwei in the student handbook?', {'entities': [(35, 44, 'handbook')]})]"
3314,"[('Where can I find the shuzhiwei handbook?', {'entities': [(21, 30, 'handbook')]})]"
3315,"[('I need help with shuzhiwei from the student handbook.', {'entities': [(17, 26, 'handbook')]})]"
3316,"[('Can you tell me where to find the shuzhiwei in the student handbook?', {'entities': [(34, 43, 'handbook')]})]"
3317,"[('Where can I find the Shu Zhi Wei handbook?', {'entities': [(21, 32, 'handbook')]})]"
3318,"[(""I'm looking for information on Shu Zhi Wei, where do I start?"", {'entities': [(31, 42, 'handbook')]})]"
3319,"[('Can someone help me access the Shu Zhi Wei manual?', {'entities': [(31, 42, 'handbook')]})]"
3320,"[('What is the content of the Shu Zhi Wei guide?', {'entities': [(27, 38, 'handbook')]})]"
3321,"[('What is Dachengxiaochu?', {'entities': [(8, 22, 'handbook')]})]"
3322,"[('Can you explain the policies of Dachengxiaochu?', {'entities': [(32, 46, 'handbook')]})]"
3323,"[('Where can I find more information about Dachengxiaochu?', {'entities': [(40, 54, 'handbook')]})]"
3324,"[('Where can I find the chapter on dachengxiaochu in our school handbook?', {'entities': [(32, 46, 'handbook')]})]"
3325,"[('Can you give me more information about dachengxiaochu from the school handbook?', {'entities': [(39, 53, 'handbook')]})]"
3326,"[('What is dachengxiaochu and how to use it according to the school handbook?', {'entities': [(8, 22, 'handbook')]})]"
3327,"[('How do I access the section on dachengxiaochu in our student handbook?', {'entities': [(31, 45, 'handbook')]})]"
3328,"[('What is the location of Da Cheng Xiao Chu in the campus map?', {'entities': [(24, 41, 'handbook')]})]"
3329,"[('I need help finding Da Cheng Xiao Chu on the campus', {'entities': [(20, 37, 'handbook')]})]"
3330,"[('Can someone tell me where Da Cheng Xiao Chu is located?', {'entities': [(26, 43, 'handbook')]})]"
3331,"[('Is Hualianhaoliangcha available on campus?', {'entities': [(3, 21, 'handbook')]})]"
3332,"[('What is the address of Hualianhaoliangcha in our handbook?', {'entities': [(23, 41, 'handbook')]})]"
3333,"[('How to use Hualianhaoliangcha service as mentioned in the student handbook?', {'entities': [(11, 29, 'handbook')]})]"
3334,"[('I am looking for the hualianhaoliangcha entry in the student handbook', {'entities': [(21, 39, 'handbook')]})]"
3335,"[('Where can I find information about hualianhaoliangcha in the university handbook?', {'entities': [(35, 53, 'handbook')]})]"
3336,"[('What is the policy regarding hualianhaoliangcha as described in the student handbook', {'entities': [(29, 47, 'handbook')]})]"
3337,"[('Where can I find Hua Lian Hao Liang Cha on campus?', {'entities': [(17, 39, 'handbook')]})]"
3338,"[(""I'm looking for the location of Hua Lian Hao Liang Cha."", {'entities': [(32, 54, 'handbook')]})]"
3339,"[('What is the price range of Hua Lian Hao Liang Cha?', {'entities': [(27, 49, 'handbook')]})]"
3340,"[('What is xiaoyunbingshi in the school handbook?', {'entities': [(8, 22, 'handbook')]})]"
3341,"[('Where can I find information about xiaoyunbingshi in the student handbook?', {'entities': [(35, 49, 'handbook')]})]"
3342,"[(""What does it mean by xiaoyunbingshi in the university's student handbook?"", {'entities': [(21, 35, 'handbook')]})]"
3343,"[('Where is Xiao Yun Bing Shi listed in the handbook?', {'entities': [(9, 26, 'handbook')]})]"
3344,"[('What page number is Xiao Yun Bing Shi on in the handbook?', {'entities': [(20, 37, 'handbook')]})]"
3345,"[('How do I access the content about Xiao Yun Bing Shi in the handbook?', {'entities': [(34, 51, 'handbook')]})]"
3346,"[('I need help finding Dazhizhi in the handbook.', {'entities': [(20, 28, 'handbook')]})]"
3347,"[('Can someone explain what Dazhizhi is according to the handbook?', {'entities': [(25, 33, 'handbook')]})]"
3348,"[('Where can I find information about Dazhizhi in the university handbook?', {'entities': [(35, 43, 'handbook')]})]"
3349,"[('Where can I find the dazhizhi handbook?', {'entities': [(21, 29, 'handbook')]})]"
3350,"[(""I need help with dazhizhi from the university's handbook"", {'entities': [(17, 25, 'handbook')]})]"
3351,"[('What is the content of dazhizhi in the student handbook?', {'entities': [(23, 31, 'handbook')]})]"
3352,"[('Where can I find the Da Zhi Zhi handbook?', {'entities': [(21, 31, 'handbook')]})]"
3353,"[('What is included in the Da Zhi Zhi book?', {'entities': [(24, 34, 'handbook')]})]"
3354,"[('How do I access the information from the Da Zhi Zhi guide?', {'entities': [(41, 51, 'handbook')]})]"
3355,"[('What is the address of Miaomiaoqingshi in the handbook?', {'entities': [(23, 38, 'handbook')]})]"
3356,"[('How do I find Miaomiaoqingshi in the student handbook?', {'entities': [(14, 29, 'handbook')]})]"
3357,"[('What is the policy of miaomiaoqingshi as per our university handbook?', {'entities': [(22, 37, 'handbook')]})]"
3358,"[('Can I find more information about miaomiaoqingshi in the student handbook?', {'entities': [(34, 49, 'handbook')]})]"
3359,"[('How does miaomiaoqingshi relate to our campus rules and regulations?', {'entities': [(9, 24, 'handbook')]})]"
3360,"[('What is the story behind Miao Miao Qing Shi in our school handbook?', {'entities': [(25, 43, 'handbook')]})]"
3361,"[('Can you tell me more about Miao Miao Qing Shi in the student handbook?', {'entities': [(27, 45, 'handbook')]})]"
3362,"[('How can I access Miao Miao Qing Shi from the school handbook?', {'entities': [(17, 35, 'handbook')]})]"
3363,"[('What is the Dawanmian policy?', {'entities': [(12, 21, 'handbook')]})]"
3364,"[('Can I use my Dawanmian privileges?', {'entities': [(13, 22, 'handbook')]})]"
3365,"[('How do I apply for Dawanmian services?', {'entities': [(19, 28, 'handbook')]})]"
3366,"[('Can I find dawanmian in the school handbook?', {'entities': [(11, 20, 'handbook')]})]"
3367,"[(""What's the contact information for dawanmian?"", {'entities': [(35, 44, 'handbook')]})]"
3368,"[('Is there a page number for dawanmian in the handbook?', {'entities': [(27, 36, 'handbook')]})]"
3369,"[('Where is Da Wan Mian in the student handbook?', {'entities': [(9, 20, 'handbook')]})]"
3370,"[('What are the rules for using Da Wan Mian according to the university manual?', {'entities': [(29, 40, 'handbook')]})]"
3371,"[('I lost my Da Wan Mian, can I get a replacement from the library?', {'entities': [(10, 21, 'handbook')]})]"
3372,"[('Where can I find the U&I handbook?', {'entities': [(21, 24, 'handbook')]})]"
3373,"[('What are the rules stated in the U&I handbook?', {'entities': [(33, 36, 'handbook')]})]"
3374,"[('How do I access the U&I handbook online?', {'entities': [(20, 23, 'handbook')]})]"
3375,"[('Where can I find the U and I handbook?', {'entities': [(21, 28, 'handbook')]})]"
3376,"[('What are the rules stated in the U and I handbook?', {'entities': [(33, 40, 'handbook')]})]"
3377,"[('How do I access the U and I handbook online?', {'entities': [(20, 27, 'handbook')]})]"
3378,"[('What is the purpose of UI in the handbook?', {'entities': [(23, 25, 'handbook')]})]"
3379,"[('How does UI fit into the overall framework of the handbook?', {'entities': [(9, 11, 'handbook')]})]"
3380,"[('Can you explain the relationship between UI and UX in the handbook?', {'entities': [(41, 43, 'handbook')]})]"
3381,"[('What is the policy on Xiaotaifeng in the student handbook?', {'entities': [(22, 33, 'handbook')]})]"
3382,"[('I lost my student ID on Xiaotaifeng, where can I get a replacement?', {'entities': [(24, 35, 'handbook')]})]"
3383,"[('Can I have Xiaotaifeng as an accommodation for my disability?', {'entities': [(11, 22, 'handbook')]})]"
3384,"[('What is the policy on tattoos according to xiaotaifeng?', {'entities': [(43, 54, 'handbook')]})]"
3385,"[('Can I smoke in my dorm room according to xiaotaifeng handbook?', {'entities': [(41, 52, 'handbook')]})]"
3386,"[('Where can I find information on noise pollution as per xiaotaifeng regulations?', {'entities': [(55, 66, 'handbook')]})]"
3387,"[('What is the procedure for returning books at Xiao Tai Feng library?', {'entities': [(45, 58, 'handbook')]})]"
3388,"[('Can I get help with my research paper from the resources available at Xiao Tai Feng?', {'entities': [(70, 83, 'handbook')]})]"
3389,"[('How do I access the facilities provided by Xiao Tai Feng?', {'entities': [(43, 56, 'handbook')]})]"
3390,"[('Are there any study groups organized by Xiao Tai Feng?', {'entities': [(40, 53, 'handbook')]})]"
3391,"[('Where is Restaurant Kabaabish located on campus?', {'entities': [(9, 29, 'handbook')]})]"
3392,"[('What are the working hours of Restaurant Kabaabish?', {'entities': [(30, 50, 'handbook')]})]"
3393,"[('Can I reserve a table at Restaurant Kabaabish?', {'entities': [(25, 45, 'handbook')]})]"
3394,"[('Where is restaurant kabaabish located?', {'entities': [(9, 29, 'handbook')]})]"
3395,"[('How much does dinner cost at restaurant kabaabish?', {'entities': [(29, 49, 'handbook')]})]"
3396,"[('Does restaurant kabaabish have a loyalty program?', {'entities': [(5, 25, 'handbook')]})]"
3397,"[('What is Kabaabish in the student handbook?', {'entities': [(8, 17, 'handbook')]})]"
3398,"[('I need help finding Kabaabish in the university guidelines.', {'entities': [(20, 29, 'handbook')]})]"
3399,"[(""Can you provide me with information about Kabaabish from the school's policies?"", {'entities': [(42, 51, 'handbook')]})]"
3400,"[('What is kabaabish in the student handbook?', {'entities': [(8, 17, 'handbook')]})]"
3401,"[('Can you explain what kabaabish means according to the school rules?', {'entities': [(21, 30, 'handbook')]})]"
3402,"[('Where can I find information about kabaabish in the university guidelines?', {'entities': [(35, 44, 'handbook')]})]"
3403,"[('What is the policy on Sapid in the student handbook?', {'entities': [(22, 27, 'handbook')]})]"
3404,"[('Can I have a copy of the Sapid section from the student handbook?', {'entities': [(25, 30, 'handbook')]})]"
3405,"[('How does Sapid apply to international students?', {'entities': [(9, 14, 'handbook')]})]"
3406,"[('What is the sapid handbook', {'entities': [(12, 17, 'handbook')]})]"
3407,"[('Where can I find the sapid student handbook?', {'entities': [(21, 26, 'handbook')]})]"
3408,"[('I need help finding the sapid student guide', {'entities': [(24, 29, 'handbook')]})]"
3409,"[('What is the SAPID of this semester?', {'entities': [(12, 17, 'handbook')]})]"
3410,"[(""I couldn't find my SAPID number, help!"", {'entities': [(19, 24, 'handbook')]})]"
3411,"[('Where can I find my student SAPID on the portal?', {'entities': [(28, 33, 'handbook')]})]"
3412,"[('What is the Saffron Club on campus?', {'entities': [(12, 24, 'handbook')]})]"
3413,"[('Is Saffron Club mentioned in the handbook?', {'entities': [(3, 15, 'handbook')]})]"
3414,"[('Where can I find information about Saffron Club?', {'entities': [(35, 47, 'handbook')]})]"
3415,"[('Where is the Saffron Club located on campus?', {'entities': [(13, 25, 'handbook')]})]"
3416,"[('What are the rules for joining the Saffron Club?', {'entities': [(35, 47, 'handbook')]})]"
3417,"[('Is the Saffron Club open to all students?', {'entities': [(7, 19, 'handbook')]})]"
3418,"[('What is Saffron in the university handbook?', {'entities': [(8, 15, 'handbook')]})]"
3419,"[('I am looking for information about Saffron in the student handbook', {'entities': [(35, 42, 'handbook')]})]"
